"palabra","positivo","negativo","sentimiento"
"ningún problema súper cómodo ajustado cuerpo u recomiendo producto",0,1,0
"ninguna complicación instalar tv normal smart tb puede instalar youtube varios canales pagados feliz compra u recomiendo producto",1,0,1
"normalmente compro talla calza perfecto quedo grande entra mano entera cintura",2,0,1
"normalmente compro talla quedó enorme así recomiendo comprar talla menos mom jeans caen",2,0,1
"normalmente marca azul perfecto quedo super así negro quedo justo recomiendo talla debido ma pequeño u recomiendo producto",3,3,0
"normalmente talla compré talla caderas cintura quedaron perfectos elásticados tiro medioalto buen calce recomendados u recomiendo producto",0,0,0
"normalmente talla curvy hice caso comentarios compré talla quedó perfecto iba quedar grande cintura recomendación talla menos usas normalmente",2,2,0
"normalmente talla hice caso comentarios compre talla quedan super cintura suelto piernas cómodos",0,2,0
"normalmente talla jeans compre talla q sub siempre chicos comúnmente quedaron super ancha caderas muslos quedaron ajustados bien elacticados negro tan oscuro compre negro azul precio q decir u recomiendo producto",0,6,0
"normalmente talla pedí color negro quedó super pequeño recomiendo compren dos tallas tan elasticado",0,3,0
"nose partí mal compré justo negro grande mal siempre pasa grande chico",1,7,0
"notebook liviano excelente trasladarlo día impecable aunque llego hora cambiarlo",3,0,1
"noto diferencia notum calidad contento compra u recomiendo producto",2,0,1
"notum excelente calidad visualmente llamativos puestos recomendado u recomiendo producto publicada originalmente adidascom",1,0,1
"nunca dolor espalda estupenda compra",0,14,0
"nunca enlazaron forma adecuada",1,0,1
"nunca falla utilizo departamento problemas cómoda cama versión base única mejor precio calidad armado patas sencillo necesario utilizar cubiertas fieltro proteger piso flotante",3,3,0
"nunca llegaron patas ruedas cama camión dijo iba traer demore días llamar falabella trabajo hago días aprox dicen pasó tiempo pueden hacer quede cama ruedas soporte ahora piden comentario bueno",7,0,1
"obvio excelente producto recomendable u recomiendo producto publicada originalmente sodimaccl",3,0,1
"ocupa espacio facilita cocinar aceite andar friendo",0,0,0
"ocupando apple pencil varios meses verdad funciona excelente batería dura varios días si utiliza cada vez unas horas aprox si utiliza constantemente cualquier manera recarga rápida medio puerto ipad medio cargador apple cuanto peso agarre bastante cómodo cansa muñeca pesa menos mismo lapicero tinta resbala mano malo rueda superficies así tener cuidado caiga u recomiendo producto",7,2,1
"ocupé día decidí devolverla demora tres horas pan sube leí manual completo vi youtube encontré soluciones",1,1,0
"ocupo cocinar vivo departamento puedo realizar asado comodida u recomiendo producto publicada originalmente sodimaccl",1,0,1
"ocupo pandemia días hacer pan queques pasteles budinera espectacular facil usar practico papa quedan buenas precocerlas resumen artefacto necesario útil rapido cocción u recomiendo producto publicada originalmente sodimaccl",4,3,1
"ojalá baje precio poder adquirirlo u recomiendo producto",0,0,0
"ojo parlante trae cargadores pare podio trae solo cable datos sirve cargar trae ningun cargador parlante si suena espectacular bueno tamaño recomiendo aspecto tema cargador mal debería traer último cargador picante mil cargarlo puede ser posible cuesta traiga par cargar",4,4,0
"ojo tabla tallas desfasada compré según medidas quedó bueno revisé misma talla así cm cintura compren",4,0,1
"ojo viene adaptador enchufe comprarlo aparte poder usarlo u recomiendo producto",0,0,0
"ojocreo subido precio bastante rinde bastante trabajos colegio rápida conexión recomiendo app imprimir celular epson iprint meses uso app queda capacidad cada botella tinta necesario darle cuidado mínimo presente problemas ejemplo preocuparse mantenerla funcionamiento contrario puede haber problemas circuito tinta evitar acumule polvo etc u recomiendo producto",3,7,0
"okay buen calce compré claro oscuro feliz jeans",1,0,1
"okay producto entrada apple gama mac aún así decepciona puede versión rápida modelo aún así suficiente potencia mover soltura so app comunes adaptarse cuesta experiencia mac difícil igualar sobretodo si equipos marca integración bien armada funciona siempre bien quisiera window funcionara así bien teléfonos tablet peso día agradece liviano casi siente mochila gb hoy explico sistema consume gb suite office gb solo básico iworks salva aunque duela office sigue norma si quieres hacer desarrollo móvil xcode lleva gb android studio gb ide plataforma android si quieres trabajar adobe menos va consumir gb varios programas suite agrega colección musical fotos video descargas va deseando tener espacio ampliar capacidad cuesta caro equipos ocupan ssds estándar si apple batería sufre cambio si puedes anda gb va tener andar adaptadores si quieres conectar pantalla usar dos aparatos usb conectividad equipos limitada dos usb thunderboltmini displayport",9,4,1
"olor extraño lavarlos dejo ropa mismo olor recomiendo baratos",1,2,0
"opción económica disponer netflix servicios tv",0,0,0
"opinión realmente mejor categoría u recomiendo producto",0,0,0
"optimo impresiones mediana frecuencia u recomiendo producto",0,0,0
"ordenador liviano transportar rápido trabajar u recomiendo producto",0,0,0
"original brindará carga perfecta dispositivo cuidara además económico u recomiendo producto",0,1,0
"original buenos accesorios",0,0,0
"original demoró excelente",1,0,1
"original ningun inconveniente",0,2,0
"oxido dentro menos mes uso lleno pintitas oxido",0,0,0
"padre encantó cama buena solofalta manual poder armar dificultad",0,2,0
"palos afirman colchón demasiado delgados primer día uso quebraron mitad vergüenza",0,0,0
"palos afirman colchón demasiado delgados primer día uso quebraron mitad vergüenza u recomiendo producto",0,0,0
"pan queda enano ahora adelgazaron pote genio",1,2,0
"pan queda exquisito verdad buenísimo gusta programa pan n° demora casi tres horas vale pena u recomiendo producto",2,2,0
"pan queda genial hecho varias veces mermelada súper bien recomendada u recomiendo producto",2,1,1
"pan queda rico siguiendo pasos indica recetario recomiendo causado impacto pancito uaufef u recomiendo producto",0,1,0
"pan salga delicioso usar buena levadura ojalá instantánea feliz compra resultados recetas tip uso youtube publicada originalmente falabellacomco",4,1,1
"panadera respecto funcionamiento bien tazón hace pan si pequeño grande have aparato publicada originalmente falabellacomco",0,1,0
"pantalla pobre resolución inclusive puedes ver pixeles si pones abrir cualquier archivo requiera proceso gráfico aparece círculo multicolor girando esperar termine abrir teclado duro sensible meses quedado congelado menos ocasiones experiencia window equipo similares características superior único favorable duración batería posee buena autonomía",6,3,1
"pantalón azul bellisimo cómodo recomiendo talla corresponde u recomiendo producto",0,0,0
"pantalón azul pedí idéntico foto have elasticados cómodos tela suave acomodan perfectamente cuerpo pedí quedó perfecto recomiendo además demoró super despacho región llegó presupuestado u recomiendo producto",1,0,1
"pantalón bonita queda bien único problema tallaje chico recomiendo perdir talla u recomiendo producto",0,1,0
"pantalón bonito llego rápido considerar talla menos grande quedo grande parece u recomiendo producto",0,0,0
"pantalón bonito tela suave notum puede ceder algún momento talla pedí talla quedo bien si pasó pedí color azul llego blanco así gusto quedaré pantalón súper cómodo u recomiendo producto",6,2,1
"pantalón buen calse calidad u recomiendo producto",0,0,0
"pantalón cómodo bonito recomiendo pedir talla costumbre cintura muslo ajustado ser mom jeans verdad generalmente quedo perfecto amiga compro quedo bien espero útil u recomiendo producto",4,0,1
"pantalon comodo elastico buena tela u recomiendo producto",0,0,0
"pantalón cómodo pedí talla siempre quedó perfecto ser blanco trasluce levemente ropa interior embargo cárdigan largo have lindo además llegó fecha esperada",4,1,1
"pantalón elasticado sirvieron comentarios pedí talla menos aún así queda holgado u recomiendo producto",1,0,1
"pantalón elástico ajusta cuerpo cómodo buen largo calce perfecto u recomiendo producto",1,0,1
"pantalon exelente calidad precio grueso algodon sigue bastante suave tela demas creo comprare guardado buen ajuste talla correcta llego esperado siempre costumbre falabella super conforme u recomiendo producto",1,0,1
"pantalón foto have negro realidad gris tela maravillosa cómoda u recomiendo producto",0,3,0
"pantalón have bien buena calidad mal ajustado parte pie notoriamente ma pequeño hecho entraba pie si",0,4,0
"pantalón lindo cómodo cambiarlo talla problemas hacerlo compré retiro tienda demoró dos días llegar u recomiendo producto",6,0,1
"pantalón lindo cómodo viene cosido abajo puede desenrollar quede ma largo tipo mom apretado bastante elasticado así recomiendo comprar talla menos compré talla habitual luego rato usarlo tela dio empezaron hacer bolsas u recomiendo producto",8,0,1
"pantalón lindo compré color azul claro talla normal buena calidad u recomiendo producto",2,0,1
"pantalón lindo segundo lavado comiendo deshilachar abajo bolsillos traseros luego adelante recomiendo bien elásticado",6,0,1
"pantalón llegó diferente fotografía color calce decepción",0,0,0
"pantalón mom tela medianamente elasticada personalmente compre talla quedado bien cadera queda bien cintura queda ancho triangulo invertido cintura pequeña soluciona cinturón compre colores tela azul diferente blanco negro últimos ma denim tradicional compré principio año ma baratos ahora u recomiendo producto",4,6,0
"pantalón queda have foto negro súper cómodo versátil hacerle largo quedó súper recomiendo lavado mano menos hago plancharlo u recomiendo producto",0,3,0
"pantalon queda lindo tener cuenta rígido siente ma corto atrás compre militar talla siempre quedo bien u recomiendo producto",1,0,1
"pantalón recto bonito mom jean tela gruesa elasticada",0,0,0
"pantalon venia sucio cierre roto ademas ninguna etiqueta decilusion",2,4,0
"pantalones compré tienda física compré azul negro quedaban super bien últimos meses engorde azul sube cuesta cierre así da cintura creo vdd xd si caderas supone da menos negro grande según queda bueno si sé desgastado lindos espero sirva u recomiendo producto",6,3,1
"pantalones compre tienda pandemia dónde podían probar ver cuál talla queda mejor ser mom talla quedaron holgados preferí comprar encantaron quedan super bien aún uso agrandando azules ahora compre negro u recomiendo producto",2,8,0
"pantalones lindos buen calce parecer grandes normal generalmente uso pedí q quedaran bien “ mom jeans ” dmc grandes recomiendo q pidan talla menos ojalá sirva",0,0,0
"pantalones marca azul oscuro maravilloso ningun problema talla calza justo verdad preciso así jeans negro ma pequeño quede tan fascinada azul quise comprar negro totalmente decepcionada asi jeans negro cuidado tallas deberían pedir ma",8,4,1
"pantalones negros foto salen doblados estan cocidos solo pa foto",0,0,0
"pantalones quedan bien pedí talla normal miedo muslos gordos adaptan bien color negro pequeño adapta igual forma buena relación precio calidad entrega rápida u recomiendo producto",2,6,0
"panza después embarazo queda genial elasticado hace súper cómodo mido peso subí pandemia xd menos blanco gusta calce genial güatita perfecto u recomiendo producto",5,3,1
"papa quedan súper aceite amo u recomiendo producto",1,0,1
"papa salen perfectas sola gota aceite publicada originalmente falabellacompe",1,2,0
